current_cash,monthly_revenue,monthly_expenses,debt_obligations,burn_rate,proposed_purchase_amount,purchase_category,predicted_cash_3m,predicted_runway_months,cash_shortage_probability,financial_risk_level
87711377.24,10197818.69,5922187.74,492080.68,-3783550.27,198038.9,Marketing,98341281.07,13.64,0.0318,LOW
146079243.34,12140893.01,8293871.6,367562.54,-3479458.88,163289.85,Services,156229054.95,16.85,0.0284,LOW
114282588.57,12499042.48,9387044.83,379293.73,-2732703.91,442355.33,Infrastructure,122407975.55,11.66,0.0031,LOW
30552007.5,11687851.47,8586912.53,194909.73,-2906029.21,32137.87,Office Supplies,38709851.64,3.48,0.029,MEDIUM
73932310.75,14165759.53,12147031.53,155355.15,-1863372.84,180448.16,Services,79525170.38,5.99,0.0132,MEDIUM
79279881.29,18258147.34,12643570.31,797142.96,-4817434.06,296200.05,Hardware,93349528.06,5.88,0.0195,MEDIUM
68667913.65,6569994.51,3988263.62,118499.36,-2463231.53,16268.88,Services,75476873.26,16.72,0.0389,LOW
27202152.96,3598244.57,2942982.04,124270.43,-530992.1,112514.09,Hardware,28619275.27,8.83,0.0231,LOW
102879555.28,7917013.74,6930573.2,19789.42,-966651.12,398889.79,Marketing,105454347.61,14.74,0.0221,LOW
28093639.86,16332616.07,12174343.56,526533.56,-3631738.94,76751.05,Infrastructure,39267713.45,2.21,0.1207,HIGH
173694647.78,16431319.29,15019249.81,232458.38,-1179611.1,101399.19,Marketing,177301944.99,11.38,0.0114,LOW
97265800.78,19036920.48,13578190.92,39744.62,-5418984.94,360389.09,Hardware,112024495.03,7.12,0.0025,LOW
4029539.55,3482331.34,2126374.55,24992.26,-1330964.53,26727.75,Services,8123474.06,1.86,0.1736,HIGH
3235237.94,585267.99,458883.54,1873.59,-124510.86,6496.05,Office Supplies,3598760.59,7.01,0.0451,LOW
139423185.43,16664885.49,12137148.44,45673.51,-4482063.54,199851.33,Services,152286580.44,11.43,0.012,LOW
12605409.51,10328354.54,8548674.95,316665.88,-1463013.71,185567.37,Marketing,16950910.54,1.4,0.3379,HIGH
35059506.42,7846498.15,6023554.8,323547.84,-1499395.51,62696.17,Software,39727709.79,5.51,0.0123,MEDIUM
148497234.04,18025788.86,14489481.71,277181.46,-3259125.68,43592.55,Office Supplies,157984862.8,10.05,0.0285,LOW
11623430.15,1319837.96,1102299.37,52264.46,-165274.13,180983.76,Infrastructure,11905679.02,9.91,0.0021,LOW
60946640.09,8733661.16,4974816.63,344921.44,-3413923.09,43169.61,Office Supplies,70756783.44,11.45,0.0291,LOW
37870620.78,4426255.24,3565477.97,193521.56,-667255.71,186179.82,Services,39564103.14,10.03,0.0243,LOW
158723537.05,9938602.85,8980938.43,101319.17,-856345.25,34988.92,Office Supplies,161148131.67,17.47,0.0375,LOW
154683030.15,12794402.55,11935218.76,586344.14,-272839.65,73294.7,Marketing,155457028.46,12.35,0.0076,LOW
156814015.76,19533045.42,15630760.74,89873.67,-3812411.01,341858.4,Marketing,168613135.76,9.95,0.0333,LOW
23185872.18,11595053.82,10837121.55,538366.91,-219565.36,495872.83,Marketing,23366169.77,1.99,0.0727,HIGH
2753254.65,2156644.09,1881096.05,86526.97,-189021.06,89811.95,Hardware,3264086.06,1.35,0.5255,HIGH
184613894.71,11363624.78,10283276.23,386320.27,-694028.28,388622.15,Hardware,186187574.09,17.27,0.042,LOW
186522561.46,15964974.95,11652716.43,191396.91,-4120861.61,90386.15,Services,198340671.28,15.74,0.0032,LOW
6355326.09,1855411.63,1506953.96,27087.24,-321370.43,353102.9,Marketing,6969939.54,3.91,0.0125,MEDIUM
61276928.78,19605024.98,16283206.86,791309.9,-2530508.21,9526.89,Office Supplies,68861597.68,3.59,0.0131,MEDIUM
15912509.91,12648628.96,7248071.69,400756.31,-4999800.96,121537.98,Infrastructure,30360256.21,2.06,0.0304,HIGH
29084379.87,12229374.26,6841451.2,412669.99,-4975253.06,86451.09,Marketing,44866952.5,4.0,0.0308,MEDIUM
138098805.01,12489909.2,8046278.81,488482.26,-3955148.13,26910.92,Hardware,150602092.6,16.18,0.024,LOW
18185686.49,4793488.04,4399803.45,92034.7,-301649.9,165806.99,Services,18989701.17,4.01,0.0148,MEDIUM
154745914.28,13561975.76,12119535.7,390911.94,-1051528.12,270144.65,Marketing,157668123.01,12.35,0.0086,LOW
91970898.49,19275492.94,13394102.57,319202.2,-5562188.17,13029.53,Software,107313820.7,6.71,0.0461,LOW
266711270.5,19648921.07,16303661.01,908460.71,-2436799.35,19478.89,Office Supplies,273780072.95,15.49,0.0387,LOW
84130237.65,11236083.38,7573314.51,2198.67,-3660570.2,20819.14,Services,94396818.17,11.1,0.0364,LOW
111345553.81,13981568.25,12474240.97,680559.66,-826767.62,8464.04,Office Supplies,113659716.25,8.46,0.0326,LOW
14432183.42,9397137.23,7481410.75,161816.86,-1753909.62,152160.57,Services,19648769.79,1.87,0.2376,HIGH
12180925.52,10827538.15,8441888.6,533209.99,-1852439.55,6839.89,Software,17530723.81,1.36,0.1946,HIGH
35722542.06,4976263.82,3705893.4,16812.09,-1253558.33,273184.7,Software,39439485.93,9.52,0.0227,LOW
91525072.1,12111065.82,10621633.42,601649.68,-887782.72,90544.37,Hardware,93976259.03,8.15,0.0028,LOW
11196890.97,1587669.12,1357541.48,73585.21,-156542.43,37744.24,Office Supplies,11606821.62,7.8,0.0012,LOW
24798458.33,4023315.94,2774399.19,86383.97,-1162532.78,641843.29,Infrastructure,27462458.37,8.44,0.0453,LOW
19271110.06,10037484.8,7198455.4,104341.26,-2734688.14,79240.1,Services,27908597.23,2.63,0.1195,HIGH
22893769.43,3953136.04,3158655.59,78640.52,-715839.93,85574.64,Services,24805880.14,7.05,0.0477,LOW
156963484.56,12159602.14,10215882.16,19988.95,-1923731.03,29207.38,Office Supplies,163051565.89,15.33,0.0038,LOW
19955203.28,6321755.48,4398625.82,138760.1,-1784369.56,227809.6,Software,25303914.31,4.35,0.0454,MEDIUM
210710698.09,19592067.51,12150014.26,916115.31,-6525937.94,386199.15,Infrastructure,229678062.98,16.1,0.0156,LOW
51868184.24,10205344.28,7318020.71,338834.66,-2548488.91,25839.77,Office Supplies,59760495.48,6.77,0.0161,LOW
173881733.97,11434363.55,10229504.06,29876.27,-1174983.22,307556.76,Marketing,177253716.46,16.92,0.0207,LOW
10983156.58,5960989.26,4082347.31,174626.47,-1704015.47,166812.42,Hardware,15631767.93,2.54,0.2495,HIGH
5476954.26,6961857.51,5229968.75,303739.65,-1428149.11,145923.46,Marketing,9929049.94,0.96,0.3999,CRITICAL
68179609.85,7463644.88,6636905.53,293006.9,-533732.46,140841.93,Services,69616198.9,9.82,0.0003,LOW
129492392.1,19063654.59,13456960.53,745586.75,-4861107.31,153836.57,Software,142829091.18,9.11,0.0148,LOW
48881863.75,8641829.21,7390580.6,371133.74,-880114.87,32682.46,Office Supplies,51289959.28,6.29,0.0307,LOW
10306048.03,4020046.74,2492077.26,155859.41,-1372110.07,170517.89,Software,14037520.21,3.83,0.0409,MEDIUM
142823286.84,14567010.2,9558606.75,713101.72,-4295301.73,269918.48,Software,155187809.1,13.88,0.0162,LOW
78712002.97,14519321.82,13136282.75,336874.06,-1046165.02,860347.92,Infrastructure,81055453.48,5.78,0.0158,MEDIUM
33674834.1,2402129.66,1967753.01,33125.19,-401251.46,618379.04,Infrastructure,34304532.08,16.52,0.0273,LOW
61326057.35,4860278.59,3901958.14,80558.3,-877762.14,16078.07,Office Supplies,63989234.63,15.39,0.0418,LOW
26113760.37,13808931.5,12253122.74,407632.53,-1148176.23,283476.47,Software,29507524.02,2.04,0.179,HIGH
27356950.52,12200931.42,8368607.08,436484.88,-3395839.46,34618.39,Office Supplies,36823892.74,3.1,0.0496,MEDIUM
68194342.99,11641168.5,6608280.64,289015.04,-4743872.81,153272.2,Services,82175942.35,9.86,0.0383,LOW
21746972.39,2888756.6,1920596.51,34494.14,-933665.94,428293.07,Marketing,24148597.4,10.9,0.0305,LOW
13554169.83,2377826.42,2135641.53,347.56,-241837.34,49774.14,Office Supplies,14209271.45,6.32,0.0376,LOW
92297581.32,12884666.88,7612213.86,579726.38,-4692726.64,21703.29,Services,107135444.64,11.26,0.0181,LOW
39300218.69,10069660.65,8666120.49,458713.07,-944827.09,77946.12,Services,42163512.03,4.3,0.0084,MEDIUM
706347.2,821332.04,550189.86,20899.8,-250242.38,164592.37,Services,1337695.59,0.95,0.0874,CRITICAL
76325829.91,12730065.1,11835035.0,362981.2,-532048.91,282651.1,Marketing,77556087.95,6.23,0.0164,LOW
64352411.74,14268793.04,9621916.75,632735.21,-4014141.08,95748.78,Infrastructure,75730802.72,6.27,0.0185,LOW
7054599.13,9230976.52,6797230.83,385886.74,-2047858.95,417631.53,Marketing,12858455.72,0.92,0.3637,CRITICAL
215325211.83,18102544.08,17102915.89,83883.65,-915744.54,22340.73,Office Supplies,217951465.71,12.53,0.0106,LOW
66961900.17,7618481.42,4496659.2,100013.24,-3021808.98,244730.69,Infrastructure,76287116.45,14.51,0.0157,LOW
163958721.88,15639213.45,10853802.64,420769.5,-4364641.31,147891.53,Software,177401404.36,14.53,0.0347,LOW
169440980.67,11869011.29,10546990.5,246791.06,-1075229.74,7300.12,Office Supplies,172594643.54,15.7,0.0282,LOW
13148639.18,13592074.42,8844783.8,602412.78,-4144877.84,662752.76,Infrastructure,24915209.86,1.32,0.0749,HIGH
4160102.38,710000.36,592606.32,2731.99,-114662.04,13001.97,Software,4497906.3,6.97,0.0434,LOW
85079187.55,7626073.39,5982980.66,222504.99,-1420587.74,190781.43,Services,89129260.67,13.68,0.0352,LOW
116437422.38,12217568.23,11024208.14,566462.45,-626897.65,22309.83,Office Supplies,118206891.58,10.04,0.0179,LOW
80178812.69,17398438.84,14405839.37,602603.19,-2389996.28,221053.66,Software,87397880.0,5.33,0.0445,MEDIUM
28365226.13,10810509.47,9710895.96,278838.39,-820775.11,39605.98,Office Supplies,30862214.99,2.84,0.191,HIGH
9188636.43,2204422.43,1848062.47,52162.44,-304197.53,176708.39,Services,9988216.87,4.74,0.0104,MEDIUM
8522512.15,2328361.13,1499584.35,73285.04,-755491.74,25976.98,Marketing,10750431.13,5.4,0.0379,MEDIUM
16668430.96,2416559.35,1802436.3,72701.32,-541421.74,77477.17,Software,18217789.36,8.85,0.038,LOW
68878595.14,12517542.99,7089612.54,42930.07,-5385000.38,47480.46,Office Supplies,84140051.33,9.65,0.0025,LOW
100575157.87,10396059.96,6307143.47,158663.1,-3930253.39,329053.26,Infrastructure,112629460.06,15.5,0.012,LOW
51738536.89,6702114.0,5304654.36,293806.53,-1103653.1,143188.98,Infrastructure,55107988.31,9.22,0.0293,LOW
13499764.37,9778313.15,8519350.82,142231.02,-1116731.32,202241.71,Software,16562332.05,1.54,0.4366,HIGH
10877483.07,832617.93,692172.87,7759.07,-132685.99,41171.88,Services,11220038.66,15.48,0.0049,LOW
11852134.33,1352391.9,811112.09,44187.94,-497091.88,256295.54,Software,13155179.37,13.56,0.0119,LOW
35849038.94,10097792.48,6667654.64,113178.62,-3316959.21,422219.32,Hardware,45757995.03,5.22,0.0236,MEDIUM
37809690.63,3826049.25,3186654.44,95271.53,-544123.29,77549.05,Software,39324661.74,11.5,0.0058,LOW
19577732.19,8465862.83,5209188.37,34582.04,-3222092.42,172767.23,Services,29246316.22,3.7,0.0464,MEDIUM
51987252.32,9986909.81,7164433.53,143687.99,-2678788.28,28993.29,Software,59847237.32,7.11,0.0226,LOW
16044882.06,12860525.41,9218744.02,88032.63,-3553748.76,414371.64,Hardware,25895718.01,1.68,0.1414,HIGH
63875693.31,15613298.41,10944870.54,497062.41,-4171365.46,136885.51,Services,75678426.14,5.57,0.0076,MEDIUM
89671503.53,11713270.97,6987066.42,520441.49,-4205763.05,18327.19,Services,102984464.43,11.94,0.0052,LOW
39391545.61,5781827.45,5317004.97,265694.89,-199127.59,359912.23,Infrastructure,39637608.96,6.99,0.041,LOW
10869365.63,2111083.19,1857970.42,99273.52,-153839.26,293747.98,Infrastructure,11020267.91,5.4,0.0456,MEDIUM
84948134.38,11887018.75,10034005.77,209093.13,-1643919.86,424468.14,Marketing,89580663.48,8.25,0.0382,LOW
60552595.87,6132466.87,3987836.03,304056.97,-1840573.88,7172.51,Office Supplies,66364552.33,14.11,0.0206,LOW
154710898.28,11595644.42,9099336.17,471542.04,-2024766.21,29169.33,Services,160545615.56,16.16,0.0129,LOW
70025872.16,8702568.27,7574588.66,224879.35,-903100.26,150456.12,Services,72437352.99,8.96,0.0067,LOW
152995761.07,17803924.82,15177539.74,709676.57,-1916708.52,81992.27,Services,158999324.32,9.62,0.0442,LOW
59124165.73,12402343.23,11261664.28,608459.91,-532219.04,465648.35,Marketing,60202483.79,4.94,0.0038,MEDIUM
157467064.95,18813094.09,11084055.82,661190.89,-7067847.37,951008.21,Infrastructure,177177578.34,13.33,0.0263,LOW
85879900.32,12497308.76,9311375.61,624495.9,-2561437.25,39305.42,Office Supplies,93452733.79,8.64,0.0061,LOW
25237389.61,7559961.46,6685578.22,43691.14,-830692.1,194431.05,Services,27729749.8,3.72,0.0001,MEDIUM
15572735.64,4469467.09,3400469.47,169229.72,-899767.91,89951.72,Software,18025504.03,4.34,0.0115,MEDIUM
44323270.15,17366551.74,12714476.32,386012.77,-4266062.65,305611.56,Hardware,56499551.93,3.36,0.0412,MEDIUM
18631318.5,1461289.55,1198134.72,17258.42,-245896.42,180749.41,Software,19238382.64,15.18,0.0279,LOW
196488495.48,12726775.33,11594912.76,133463.9,-998398.67,40266.92,Services,199679317.8,16.75,0.0265,LOW
136526109.59,18363305.21,11489477.0,335778.78,-6538049.43,46584.78,Office Supplies,157325582.1,11.54,0.0393,LOW
66685835.25,19402182.59,17998915.98,84990.58,-1318276.02,317089.84,Infrastructure,70632245.51,3.67,0.2032,MEDIUM
155243017.3,17640885.47,14834295.85,305774.23,-2500815.39,585725.45,Infrastructure,162386698.48,10.22,0.0258,LOW
25966048.86,14344988.64,8425267.15,71517.53,-5848203.96,639337.05,Infrastructure,41976812.39,2.98,0.006,HIGH
68584415.0,16449109.3,13723689.81,110951.77,-2614467.71,2099.35,Office Supplies,76118517.14,4.96,0.01,MEDIUM
252626180.23,18405606.49,15609482.47,293716.14,-2502407.88,244173.19,Software,259523438.51,15.87,0.0142,LOW
160965548.1,13705219.27,11442690.25,304812.03,-1957716.98,2603.9,Office Supplies,166413685.03,13.7,0.0463,LOW
44325290.07,11519578.66,10682989.77,85427.33,-751161.56,249246.75,Software,46499403.09,4.09,0.0418,MEDIUM
7521880.21,1122728.1,628466.85,38211.41,-456049.84,127986.44,Marketing,8734938.61,11.09,0.0111,LOW
48568806.78,6221108.55,3987517.83,203845.09,-2029745.63,25901.65,Office Supplies,55081017.61,11.58,0.0153,LOW
68376782.76,9862367.74,6367606.33,14006.06,-3480755.35,77039.07,Marketing,78132790.54,10.7,0.0455,LOW
41578378.02,3756817.57,2811239.76,177027.66,-768550.14,468579.37,Marketing,43594245.48,13.76,0.0025,LOW
67952212.76,6414118.12,3813800.34,268127.92,-2332189.85,10599.69,Office Supplies,75235101.66,16.64,0.0498,LOW
19736857.2,6172139.65,4933975.01,11516.26,-1226648.38,293859.21,Marketing,23198608.21,3.93,0.0039,MEDIUM
13765865.12,3295236.45,3006590.75,14832.54,-273813.16,490336.56,Infrastructure,14097852.83,4.39,0.0178,MEDIUM
101045930.28,8811453.21,6109076.75,410271.29,-2292105.18,95900.67,Infrastructure,107685996.25,15.48,0.0148,LOW
4647218.45,906389.49,550695.77,2678.17,-353015.55,43534.17,Office Supplies,5615670.62,8.32,0.0194,LOW
13492916.84,7120346.35,5258661.32,349934.9,-1511750.13,119569.23,Hardware,18170025.28,2.38,0.2001,HIGH
33081681.91,7301853.95,6530606.49,284307.79,-486939.67,496989.13,Marketing,33983987.97,4.78,0.0135,MEDIUM
224453332.19,16060270.3,15074379.2,73136.91,-912754.19,28245.66,Office Supplies,227295630.84,14.82,0.0183,LOW
21544903.4,1953368.5,1377833.04,90429.55,-485105.91,99407.56,Hardware,22971817.31,14.61,0.0268,LOW
41291869.47,4244007.94,2663020.84,206285.82,-1374701.28,166821.85,Services,44980834.73,14.33,0.0298,LOW
94779961.03,10665247.77,5999354.17,509281.75,-4156611.84,6148.75,Office Supplies,106553778.68,14.56,0.0076,LOW
47541671.08,9092894.99,6321121.55,206572.39,-2565201.04,115828.82,Services,55654205.72,7.27,0.0338,LOW
37049082.37,3621347.15,3434319.19,59029.47,-127998.49,181599.8,Marketing,37270945.06,10.55,0.0352,LOW
61492593.33,5932121.83,4154998.99,128281.2,-1648841.65,158993.95,Hardware,66164494.75,14.32,0.0298,LOW
72283829.86,16926305.01,10706243.8,300441.57,-5919619.64,46420.2,Office Supplies,91102639.81,6.56,0.0079,LOW
241258089.7,18660396.94,13554674.99,238514.9,-4867207.05,236909.8,Marketing,255351736.51,17.47,0.0423,LOW
31637995.51,3763591.11,3442197.84,13901.86,-307491.4,132363.06,Services,32441101.05,9.12,0.0139,LOW
107362793.25,7435401.22,6324862.63,281105.94,-829432.64,147571.64,Services,109572415.93,16.23,0.0022,LOW
153150823.59,12148749.23,8755717.0,89487.73,-3303544.51,124814.79,Services,162988020.73,17.3,0.0188,LOW
44420569.37,4973524.13,2900771.29,238688.12,-1834064.72,39200.8,Marketing,50012806.37,14.14,0.0145,LOW
105779056.87,15139273.48,11424560.61,715706.47,-2999006.4,67635.66,Hardware,114055454.58,8.71,0.0174,LOW
175393035.64,16994484.0,10941400.48,512368.49,-5540715.03,278459.53,Software,190661914.02,15.29,0.0371,LOW
69916806.2,14755318.51,12139795.96,135423.89,-2480098.66,60293.29,Hardware,76728863.39,5.69,0.0371,MEDIUM
42820344.97,4666688.91,3760090.5,184088.89,-722509.53,27184.57,Office Supplies,45077819.23,10.85,0.0013,LOW
104272005.7,16189636.88,10464731.35,605776.51,-5119129.03,197346.93,Services,119788073.21,9.4,0.0475,LOW
70501279.97,8829593.93,5988889.5,197929.96,-2642774.47,476503.48,Infrastructure,78035750.42,11.32,0.0381,LOW
80618722.99,9920751.59,5984141.02,457334.51,-3479276.06,29883.55,Office Supplies,91834155.26,12.51,0.0366,LOW
108374763.96,17038812.88,10823028.26,679220.35,-5536564.26,86681.4,Services,124248846.93,9.41,0.049,LOW
27738683.32,17780967.87,13534871.41,615916.92,-3630179.53,270798.35,Marketing,38603896.25,1.94,0.1362,HIGH
207572514.57,16140202.19,14858074.02,187685.56,-1094442.61,151642.74,Infrastructure,210719927.97,13.79,0.0272,LOW
75814510.27,8379046.04,6080103.55,387444.24,-1911498.25,298462.31,Infrastructure,80891157.63,11.68,0.0423,LOW
205323133.21,17956934.73,16362306.84,768862.27,-825765.62,88418.35,Services,207541981.06,11.98,0.0357,LOW
80309324.61,11472350.14,9032926.82,98133.62,-2341289.7,451877.61,Marketing,86342188.91,8.75,0.0004,LOW
50689019.39,3364458.39,2922766.16,61931.7,-379760.54,658598.25,Infrastructure,51113291.57,16.76,0.0037,LOW
95614636.73,15444283.34,13728476.04,42925.86,-1672881.43,245321.43,Software,100019840.03,6.93,0.0359,LOW
58701114.76,7837274.09,5004128.71,25510.89,-2807634.49,163329.66,Services,66655568.43,11.64,0.0483,LOW
122597751.0,12624674.27,9379551.17,524724.32,-2720398.77,15870.74,Office Supplies,130949096.03,12.38,0.0106,LOW
9572180.28,10114806.33,7709853.95,287407.37,-2117545.01,12662.45,Office Supplies,16124747.63,1.2,0.2044,HIGH
73161712.39,14600338.19,13242267.7,51718.56,-1306351.93,236189.77,Hardware,77053056.28,5.49,0.0442,MEDIUM
129980680.59,15133207.7,14071508.26,468455.1,-593244.33,271578.06,Hardware,131463807.72,8.92,0.0229,LOW
17328179.67,1612944.01,1187295.02,18881.77,-406767.22,291474.21,Software,18179996.94,14.12,0.0208,LOW
48517547.79,11636798.45,7066742.79,98559.61,-4471496.04,88618.19,Services,60871799.83,6.76,0.0022,LOW
257803975.15,19404784.52,15619035.77,790641.81,-2995106.94,160187.12,Marketing,265912611.41,15.7,0.0345,LOW
3861283.0,1573402.96,1188632.94,49540.14,-335229.88,39559.81,Office Supplies,4808309.11,3.09,0.0433,MEDIUM
8219243.65,11111483.53,7791050.01,505799.05,-2814634.47,244177.98,Software,15798868.59,0.96,0.1499,CRITICAL
163576876.76,16672263.01,9838206.64,625455.72,-6208600.65,218845.97,Software,180998226.98,15.61,0.0198,LOW
255492941.91,16660943.05,14987992.74,34852.65,-1638097.66,424761.17,Hardware,259617446.8,16.98,0.0461,LOW
231359878.49,16728572.36,14295365.08,760033.1,-1673174.18,20182.55,Office Supplies,236115013.96,15.37,0.0134,LOW
49511555.23,11966430.93,6606385.02,277143.62,-5082902.29,542253.79,Infrastructure,64161538.45,7.11,0.0032,LOW
114496323.54,16856581.22,10012022.95,66884.11,-6777674.16,130098.58,Marketing,133656482.55,11.35,0.0075,LOW
15394388.66,3460271.04,2058271.27,133741.14,-1268258.64,940049.95,Infrastructure,18263296.51,6.59,0.0193,LOW
11250743.19,8936410.35,5436389.65,390673.95,-3109346.75,435800.97,Hardware,19629468.11,1.86,0.1154,HIGH
164834517.51,17149069.8,14828412.35,271080.05,-2049577.4,486449.75,Hardware,170699569.69,10.88,0.0462,LOW
45664228.17,3555287.64,2973646.7,117924.54,-463716.41,275200.59,Software,46854482.13,14.68,0.0132,LOW
65447219.43,10735054.52,7327038.83,185335.66,-3222680.03,10375.01,Services,75692909.65,8.71,0.0147,LOW
52641678.27,19383621.8,15707310.72,208635.17,-3467675.92,44093.11,Services,62360399.91,3.3,0.1426,MEDIUM
47957118.84,6746722.16,5068640.48,42149.26,-1635932.42,48161.17,Office Supplies,52544771.35,9.37,0.0077,LOW
78726749.01,8312088.24,6866467.5,264979.22,-1180641.52,129026.32,Hardware,82297275.41,11.02,0.0208,LOW
110301683.33,8793574.34,7411358.81,123142.84,-1259072.68,890195.7,Infrastructure,112994034.96,14.52,0.0373,LOW
36643693.22,11315469.3,8482066.6,34954.08,-2798448.62,126306.45,Services,44550579.3,4.29,0.0349,MEDIUM
206865464.8,18332792.44,13144014.46,694486.01,-4494291.97,103824.66,Marketing,219982068.09,14.94,0.0316,LOW
244090169.45,18972768.43,15816144.84,896911.41,-2259712.18,170425.08,Services,250805414.21,14.59,0.0453,LOW
111005942.2,12930013.68,8440808.48,79525.29,-4409679.91,162946.51,Marketing,125125455.53,13.01,0.0164,LOW
31375715.9,5512117.45,4862687.42,138389.86,-511040.17,149252.63,Services,32859981.51,6.24,0.0172,LOW
45609469.55,9505433.57,8827077.35,387452.29,-290903.92,23609.76,Office Supplies,46436868.62,4.95,0.0127,MEDIUM
